payment_id,order_id,payment_method,payment_amount
PAY_01224,ORD_01224,Credit Card,437.74
PAY_01225,ORD_01225,Debit Card,115.56
PAY_01226,ORD_01226,Credit Card,197.33
PAY_01227,ORD_01227,Debit Card,233.19
PAY_01228,ORD_01228,UPI,181.05
PAY_01229,ORD_01229,UPI,253.51
PAY_01230,ORD_01230,Credit Card,308.65
PAY_01231,ORD_01231,UPI,340.64
PAY_01232,ORD_01232,Cash,477.14
PAY_01233,ORD_01233,Debit Card,161.9
PAY_01234,ORD_01234,UPI,122.1
PAY_01235,ORD_01235,UPI,246.27
PAY_01236,ORD_01236,Credit Card,583.45
PAY_01237,ORD_01237,UPI,153.9
PAY_01238,ORD_01238,Debit Card,287.96
PAY_01239,ORD_01239,UPI,296.45
PAY_01240,ORD_01240,Debit Card,212.82
PAY_01241,ORD_01241,UPI,211.78
PAY_01242,ORD_01242,UPI,120.45
PAY_01243,ORD_01243,UPI,122.72
PAY_01244,ORD_01244,Cash,121.6
PAY_01245,ORD_01245,UPI,179.53
PAY_01246,ORD_01246,UPI,365.66
PAY_01247,ORD_01247,UPI,187.27
PAY_01248,ORD_01248,UPI,147.66
PAY_01249,ORD_01249,UPI,125.44
PAY_01250,ORD_01250,UPI,307.36
PAY_01251,ORD_01251,Cash,416.41
PAY_01252,ORD_01252,UPI,369.8
PAY_01253,ORD_01253,UPI,301.65
PAY_01254,ORD_01254,UPI,123.58
PAY_01255,ORD_01255,UPI,169.43
PAY_01256,ORD_01256,Debit Card,564.15
PAY_01257,ORD_01257,UPI,384.82
PAY_01258,ORD_01258,UPI,103.53
PAY_01259,ORD_01259,Cash,207.35
PAY_01260,ORD_01260,UPI,240.63
PAY_01261,ORD_01261,UPI,143.71
PAY_01262,ORD_01262,Cash,121.3
PAY_01263,ORD_01263,Credit Card,219.44
PAY_01264,ORD_01264,UPI,133.25
PAY_01265,ORD_01265,Debit Card,141.53
PAY_01266,ORD_01266,UPI,178.05
PAY_01267,ORD_01267,UPI,192.8
PAY_01268,ORD_01268,Debit Card,227.07
PAY_01269,ORD_01269,Cash,123.76
PAY_01270,ORD_01270,Credit Card,192.1
PAY_01271,ORD_01271,Credit Card,120.15
PAY_01272,ORD_01272,UPI,220.67
PAY_01273,ORD_01273,Credit Card,118.71
PAY_01274,ORD_01274,UPI,177.98
PAY_01275,ORD_01275,Credit Card,327.86
PAY_01276,ORD_01276,Debit Card,117.36
PAY_01277,ORD_01277,Credit Card,289.92
PAY_01278,ORD_01278,UPI,390.43
PAY_01279,ORD_01279,UPI,123.78
PAY_01280,ORD_01280,UPI,183.31
PAY_01281,ORD_01281,UPI,117.45
PAY_01282,ORD_01282,UPI,192.02
PAY_01283,ORD_01283,Cash,201.73
PAY_01284,ORD_01284,Debit Card,118.4
PAY_01285,ORD_01285,Cash,565.27
PAY_01286,ORD_01286,Credit Card,229.03
PAY_01287,ORD_01287,UPI,138.78
PAY_01288,ORD_01288,UPI,431.69
PAY_01289,ORD_01289,UPI,115.16
PAY_01290,ORD_01290,Debit Card,110.58
PAY_01291,ORD_01291,UPI,105.42
PAY_01292,ORD_01292,UPI,503.21
PAY_01293,ORD_01293,Debit Card,224.93
PAY_01294,ORD_01294,UPI,286.14
PAY_01295,ORD_01295,Credit Card,237.68
PAY_01296,ORD_01296,UPI,267.44
PAY_01297,ORD_01297,Debit Card,201.85
PAY_01298,ORD_01298,Debit Card,238.61
PAY_01299,ORD_01299,UPI,223.99
PAY_01300,ORD_01300,Debit Card,150.32
PAY_01301,ORD_01301,Debit Card,200.58
PAY_01302,ORD_01302,Debit Card,243.54
PAY_01303,ORD_01303,Cash,216.12
PAY_01304,ORD_01304,UPI,128.69
PAY_01305,ORD_01305,UPI,112.08
PAY_01306,ORD_01306,Credit Card,356.06
PAY_01307,ORD_01307,Credit Card,165.58
PAY_01308,ORD_01308,Debit Card,284.4
PAY_01309,ORD_01309,UPI,114.58
PAY_01310,ORD_01310,UPI,118.56
PAY_01311,ORD_01311,Credit Card,135.55
PAY_01312,ORD_01312,UPI,177.4
PAY_01313,ORD_01313,UPI,136.29
PAY_01314,ORD_01314,UPI,425.79
PAY_01315,ORD_01315,UPI,228.81
PAY_01316,ORD_01316,Credit Card,522.3
PAY_01317,ORD_01317,UPI,263.22
PAY_01318,ORD_01318,UPI,120.92
PAY_01319,ORD_01319,Debit Card,379.17
PAY_01320,ORD_01320,Debit Card,118.53
PAY_01321,ORD_01321,UPI,235.29
PAY_01322,ORD_01322,Debit Card,143.16
PAY_01323,ORD_01323,UPI,671.87
PAY_01324,ORD_01324,Debit Card,447.82
PAY_01325,ORD_01325,Cash,147.18
PAY_01326,ORD_01326,UPI,202.88
PAY_01327,ORD_01327,Debit Card,241.92
PAY_01328,ORD_01328,UPI,334.1
PAY_01329,ORD_01329,Cash,198.94
PAY_01330,ORD_01330,UPI,117.33
PAY_01331,ORD_01331,Credit Card,137.73
PAY_01332,ORD_01332,Debit Card,209.09
PAY_01333,ORD_01333,UPI,394.67
PAY_01334,ORD_01334,UPI,251.23
PAY_01335,ORD_01335,UPI,144.7
PAY_01336,ORD_01336,Credit Card,295.17
PAY_01337,ORD_01337,Debit Card,166.92
PAY_01338,ORD_01338,Debit Card,336.62
PAY_01339,ORD_01339,Credit Card,822.42
PAY_01340,ORD_01340,Debit Card,162.89
PAY_01341,ORD_01341,UPI,330.68
PAY_01342,ORD_01342,Debit Card,141.17
PAY_01343,ORD_01343,UPI,208.31
PAY_01344,ORD_01344,UPI,213.46
PAY_01345,ORD_01345,Credit Card,188.59
PAY_01346,ORD_01346,UPI,772.51
PAY_01347,ORD_01347,UPI,187.94
PAY_01348,ORD_01348,Debit Card,276.28
PAY_01349,ORD_01349,Credit Card,111.13
PAY_01350,ORD_01350,UPI,271.01
PAY_01351,ORD_01351,UPI,356.41
PAY_01352,ORD_01352,Debit Card,162.49
PAY_01353,ORD_01353,UPI,116.47
PAY_01354,ORD_01354,Debit Card,205.76
PAY_01355,ORD_01355,UPI,223.62
PAY_01356,ORD_01356,Credit Card,301.76
PAY_01357,ORD_01357,UPI,625.13
PAY_01358,ORD_01358,Credit Card,169.37
PAY_01359,ORD_01359,Credit Card,124.4
PAY_01360,ORD_01360,Credit Card,111.36
PAY_01361,ORD_01361,Credit Card,225.44
PAY_01362,ORD_01362,UPI,268.93
PAY_01363,ORD_01363,Cash,146.38
PAY_01364,ORD_01364,UPI,295.6
PAY_01365,ORD_01365,UPI,270.39
PAY_01366,ORD_01366,UPI,201.91
PAY_01367,ORD_01367,UPI,135.15
PAY_01368,ORD_01368,UPI,167.49
PAY_01369,ORD_01369,Credit Card,126.19
PAY_01370,ORD_01370,Debit Card,216.34
PAY_01371,ORD_01371,UPI,224.5
PAY_01372,ORD_01372,Cash,219.99
PAY_01373,ORD_01373,UPI,267.28
PAY_01374,ORD_01374,Debit Card,264.89
PAY_01375,ORD_01375,UPI,198.07
PAY_01376,ORD_01376,UPI,209.13
PAY_01377,ORD_01377,Credit Card,109.87
PAY_01378,ORD_01378,Credit Card,145.59
PAY_01379,ORD_01379,Credit Card,220.46
PAY_01380,ORD_01380,Debit Card,147.08
PAY_01381,ORD_01381,Debit Card,312.69
PAY_01382,ORD_01382,Cash,141.79
PAY_01383,ORD_01383,UPI,219.81
PAY_01384,ORD_01384,UPI,206.83
PAY_01385,ORD_01385,Cash,298.86
PAY_01386,ORD_01386,UPI,315.21
PAY_01387,ORD_01387,UPI,297.77
PAY_01388,ORD_01388,UPI,107.32
PAY_01389,ORD_01389,Credit Card,394.26
PAY_01390,ORD_01390,Credit Card,446.27
PAY_01391,ORD_01391,UPI,154.07
PAY_01392,ORD_01392,UPI,230.62
PAY_01393,ORD_01393,UPI,126.53
PAY_01394,ORD_01394,UPI,127.53
PAY_01395,ORD_01395,UPI,141.54
PAY_01396,ORD_01396,Credit Card,162.42
PAY_01397,ORD_01397,UPI,165.74
PAY_01398,ORD_01398,UPI,123.65
PAY_01399,ORD_01399,UPI,143.91
PAY_01400,ORD_01400,Cash,206.07
PAY_01401,ORD_01401,UPI,130.05
PAY_01402,ORD_01402,UPI,273.38
PAY_01403,ORD_01403,UPI,302.02
PAY_01404,ORD_01404,UPI,720.96
PAY_01405,ORD_01405,Credit Card,387.1
PAY_01406,ORD_01406,Debit Card,240.59
PAY_01407,ORD_01407,UPI,147.19
PAY_01408,ORD_01408,Credit Card,238.88
PAY_01409,ORD_01409,Debit Card,230.87
PAY_01410,ORD_01410,Cash,167.53
PAY_01411,ORD_01411,Credit Card,332.09
PAY_01412,ORD_01412,UPI,125.87
PAY_01413,ORD_01413,Credit Card,184.33
PAY_01414,ORD_01414,Debit Card,275.66
PAY_01415,ORD_01415,Debit Card,176.2
PAY_01416,ORD_01416,Cash,192.52
PAY_01417,ORD_01417,Credit Card,182.43
PAY_01418,ORD_01418,UPI,126.96
PAY_01419,ORD_01419,Credit Card,411.12
PAY_01420,ORD_01420,UPI,120.28
PAY_01421,ORD_01421,UPI,237.33
PAY_01422,ORD_01422,Debit Card,258.46
PAY_01423,ORD_01423,UPI,125.23
PAY_01424,ORD_01424,UPI,213.48
PAY_01425,ORD_01425,UPI,114.82
PAY_01426,ORD_01426,Cash,444.39
PAY_01427,ORD_01427,UPI,110.57
PAY_01428,ORD_01428,UPI,150.16
PAY_01429,ORD_01429,Debit Card,116.95
PAY_01430,ORD_01430,Credit Card,118.56
PAY_01431,ORD_01431,UPI,468.75
PAY_01432,ORD_01432,Debit Card,286.39
PAY_01433,ORD_01433,UPI,225.1
PAY_01434,ORD_01434,Debit Card,141.87
PAY_01435,ORD_01435,UPI,316.02
PAY_01436,ORD_01436,UPI,135.55
PAY_01437,ORD_01437,UPI,312.63
PAY_01438,ORD_01438,UPI,130.36
PAY_01439,ORD_01439,Credit Card,146.06
PAY_01440,ORD_01440,Debit Card,298.2
PAY_01441,ORD_01441,Cash,324.07
PAY_01442,ORD_01442,Debit Card,307.5
PAY_01443,ORD_01443,UPI,119.04
PAY_01444,ORD_01444,Debit Card,175.51
PAY_01445,ORD_01445,Credit Card,219.31
PAY_01446,ORD_01446,Cash,133.98
PAY_01447,ORD_01447,Debit Card,431.65
PAY_01448,ORD_01448,UPI,111.69
PAY_01449,ORD_01449,UPI,143.98
PAY_01450,ORD_01450,Credit Card,166.72
PAY_01451,ORD_01451,UPI,105.69
PAY_01452,ORD_01452,UPI,112.51
PAY_01453,ORD_01453,Debit Card,295.21
PAY_01454,ORD_01454,UPI,208.34
PAY_01455,ORD_01455,UPI,502.78
PAY_01456,ORD_01456,UPI,467.78
PAY_01457,ORD_01457,Credit Card,245.28
PAY_01458,ORD_01458,Credit Card,252.56
PAY_01459,ORD_01459,UPI,206.91
PAY_01460,ORD_01460,UPI,119.85
PAY_01461,ORD_01461,UPI,115.35
PAY_01462,ORD_01462,Cash,234.64
PAY_01463,ORD_01463,UPI,280.52
PAY_01464,ORD_01464,Cash,222.62
PAY_01465,ORD_01465,Debit Card,133.45
PAY_01466,ORD_01466,UPI,334.13
PAY_01467,ORD_01467,Credit Card,427.71
PAY_01468,ORD_01468,UPI,330.01
PAY_01469,ORD_01469,Cash,348.94
PAY_01470,ORD_01470,Credit Card,158.92
PAY_01471,ORD_01471,Credit Card,376.58
PAY_01472,ORD_01472,Credit Card,222.03
PAY_01473,ORD_01473,UPI,256.4
PAY_01474,ORD_01474,UPI,242.94
PAY_01475,ORD_01475,Debit Card,193.3
PAY_01476,ORD_01476,UPI,127.14
PAY_01477,ORD_01477,UPI,202.01
PAY_01478,ORD_01478,Credit Card,366.59
PAY_01479,ORD_01479,Cash,171.39
PAY_01480,ORD_01480,Cash,348.24
PAY_01481,ORD_01481,Debit Card,307.86
PAY_01482,ORD_01482,Credit Card,185.25
PAY_01483,ORD_01483,Debit Card,433.37
PAY_01484,ORD_01484,Credit Card,186.79
PAY_01485,ORD_01485,UPI,423.14
PAY_01486,ORD_01486,UPI,258.56
PAY_01487,ORD_01487,Cash,202.04
PAY_01488,ORD_01488,Credit Card,126.22
PAY_01489,ORD_01489,Credit Card,179.24
PAY_01490,ORD_01490,UPI,186.88
PAY_01491,ORD_01491,UPI,115.32
PAY_01492,ORD_01492,Cash,199.04
PAY_01493,ORD_01493,Debit Card,132.67
PAY_01494,ORD_01494,Debit Card,296.11
PAY_01495,ORD_01495,UPI,422.11
PAY_01496,ORD_01496,UPI,121.04
PAY_01497,ORD_01497,UPI,518.86
PAY_01498,ORD_01498,UPI,207.42
PAY_01499,ORD_01499,UPI,119.52
PAY_01500,ORD_01500,Credit Card,299.03
PAY_01501,ORD_01501,UPI,161.54
PAY_01502,ORD_01502,Cash,197.33
PAY_01503,ORD_01503,Cash,170.2
PAY_01504,ORD_01504,UPI,127.14
PAY_01505,ORD_01505,Credit Card,292.95
PAY_01506,ORD_01506,Credit Card,183.84
PAY_01507,ORD_01507,UPI,114.84
PAY_01508,ORD_01508,Debit Card,277.03
PAY_01509,ORD_01509,UPI,126.84
PAY_01510,ORD_01510,Credit Card,118.05
PAY_01511,ORD_01511,UPI,374.29
PAY_01512,ORD_01512,Debit Card,122.64
PAY_01513,ORD_01513,Credit Card,123.61
PAY_01514,ORD_01514,Debit Card,296.03
PAY_01515,ORD_01515,UPI,160.11
PAY_01516,ORD_01516,UPI,178.81
PAY_01517,ORD_01517,UPI,181.04
PAY_01518,ORD_01518,Debit Card,240.29
PAY_01519,ORD_01519,UPI,132.55
PAY_01520,ORD_01520,UPI,437.54
PAY_01521,ORD_01521,UPI,110.24
PAY_01522,ORD_01522,UPI,262.99
PAY_01523,ORD_01523,Debit Card,307.86
PAY_01524,ORD_01524,UPI,125.07
PAY_01525,ORD_01525,Credit Card,123.13
PAY_01526,ORD_01526,UPI,376.15
PAY_01527,ORD_01527,UPI,127.25
PAY_01528,ORD_01528,UPI,154.69
PAY_01529,ORD_01529,Credit Card,334.34
PAY_01530,ORD_01530,UPI,196.33
PAY_01531,ORD_01531,UPI,119.23
PAY_01532,ORD_01532,UPI,507.09
PAY_01533,ORD_01533,Debit Card,147.0
PAY_01534,ORD_01534,UPI,161.66
PAY_01535,ORD_01535,Debit Card,245.39
PAY_01536,ORD_01536,UPI,286.8
PAY_01537,ORD_01537,Debit Card,556.73
PAY_01538,ORD_01538,Credit Card,104.87
PAY_01539,ORD_01539,Credit Card,310.94
PAY_01540,ORD_01540,UPI,293.99
PAY_01541,ORD_01541,UPI,193.76
PAY_01542,ORD_01542,Credit Card,299.76
PAY_01543,ORD_01543,Credit Card,337.07
PAY_01544,ORD_01544,Credit Card,121.42
PAY_01545,ORD_01545,UPI,538.36
PAY_01546,ORD_01546,UPI,119.06
PAY_01547,ORD_01547,Credit Card,122.83
PAY_01548,ORD_01548,UPI,181.28
PAY_01549,ORD_01549,Cash,614.81
PAY_01550,ORD_01550,Debit Card,176.54
PAY_01551,ORD_01551,UPI,200.46
PAY_01552,ORD_01552,Credit Card,448.61
PAY_01553,ORD_01553,Credit Card,182.66
PAY_01554,ORD_01554,UPI,120.33
PAY_01555,ORD_01555,UPI,167.97
PAY_01556,ORD_01556,UPI,453.36
PAY_01557,ORD_01557,UPI,217.42
PAY_01558,ORD_01558,Cash,577.48
PAY_01559,ORD_01559,Credit Card,317.53
PAY_01560,ORD_01560,UPI,143.88
PAY_01561,ORD_01561,Credit Card,211.14
PAY_01562,ORD_01562,Cash,130.2
PAY_01563,ORD_01563,UPI,152.55
PAY_01564,ORD_01564,Credit Card,2254.81
PAY_01565,ORD_01565,Debit Card,349.48
PAY_01566,ORD_01566,Debit Card,317.48
PAY_01567,ORD_01567,Debit Card,148.56
PAY_01568,ORD_01568,Cash,460.42
PAY_01569,ORD_01569,UPI,374.28
PAY_01570,ORD_01570,UPI,536.33
PAY_01571,ORD_01571,UPI,533.12
PAY_01572,ORD_01572,UPI,120.55
PAY_01573,ORD_01573,UPI,132.14
PAY_01574,ORD_01574,Debit Card,127.07
PAY_01575,ORD_01575,Debit Card,124.35
PAY_01576,ORD_01576,UPI,243.44
PAY_01577,ORD_01577,Cash,170.2
PAY_01578,ORD_01578,UPI,601.31
PAY_01579,ORD_01579,UPI,570.5
PAY_01580,ORD_01580,Credit Card,223.94
PAY_01581,ORD_01581,UPI,592.55
PAY_01582,ORD_01582,UPI,476.73
PAY_01583,ORD_01583,Cash,161.92
PAY_01584,ORD_01584,Credit Card,117.97
PAY_01585,ORD_01585,Credit Card,184.16
PAY_01586,ORD_01586,Cash,145.02
PAY_01587,ORD_01587,Debit Card,230.44
PAY_01588,ORD_01588,UPI,218.88
PAY_01589,ORD_01589,UPI,210.33
PAY_01590,ORD_01590,UPI,273.23
PAY_01591,ORD_01591,UPI,113.02
PAY_01592,ORD_01592,Cash,267.98
PAY_01593,ORD_01593,Debit Card,157.2
PAY_01594,ORD_01594,UPI,235.48
PAY_01595,ORD_01595,Cash,349.72
PAY_01596,ORD_01596,UPI,115.07
PAY_01597,ORD_01597,Debit Card,184.9
PAY_01598,ORD_01598,UPI,181.54
PAY_01599,ORD_01599,UPI,160.35
PAY_01600,ORD_01600,Credit Card,321.45
PAY_01601,ORD_01601,Debit Card,147.41
PAY_01602,ORD_01602,UPI,147.82
PAY_01603,ORD_01603,Debit Card,145.02
PAY_01604,ORD_01604,Cash,371.99
PAY_01605,ORD_01605,UPI,167.73
PAY_01606,ORD_01606,Debit Card,270.7
PAY_01607,ORD_01607,UPI,586.19
PAY_01608,ORD_01608,UPI,220.52
PAY_01609,ORD_01609,Debit Card,378.41
PAY_01610,ORD_01610,UPI,493.31
PAY_01611,ORD_01611,Cash,340.3
PAY_01612,ORD_01612,UPI,196.47
PAY_01613,ORD_01613,UPI,279.05
PAY_01614,ORD_01614,Cash,104.2
PAY_01615,ORD_01615,UPI,130.8
PAY_01616,ORD_01616,Debit Card,155.61
PAY_01617,ORD_01617,Credit Card,677.8
PAY_01618,ORD_01618,UPI,142.78
PAY_01619,ORD_01619,Credit Card,123.73
PAY_01620,ORD_01620,UPI,109.66
PAY_01621,ORD_01621,Debit Card,259.52
PAY_01622,ORD_01622,Credit Card,221.23
PAY_01623,ORD_01623,UPI,369.5
PAY_01624,ORD_01624,Debit Card,284.57
PAY_01625,ORD_01625,Debit Card,117.01
PAY_01626,ORD_01626,Debit Card,134.09
PAY_01627,ORD_01627,UPI,434.5
PAY_01628,ORD_01628,Debit Card,184.17
PAY_01629,ORD_01629,Credit Card,373.1
PAY_01630,ORD_01630,Credit Card,200.05
PAY_01631,ORD_01631,Credit Card,118.29
PAY_01632,ORD_01632,Credit Card,179.84
PAY_01633,ORD_01633,Debit Card,131.7
PAY_01634,ORD_01634,Cash,169.67
PAY_01635,ORD_01635,Debit Card,213.96
PAY_01636,ORD_01636,UPI,279.28
PAY_01637,ORD_01637,UPI,123.75
PAY_01638,ORD_01638,UPI,200.82
PAY_01639,ORD_01639,UPI,154.1
PAY_01640,ORD_01640,UPI,138.15
PAY_01641,ORD_01641,Cash,221.64
PAY_01642,ORD_01642,Debit Card,158.97
PAY_01643,ORD_01643,UPI,425.4
PAY_01644,ORD_01644,UPI,398.14
PAY_01645,ORD_01645,UPI,366.03
PAY_01646,ORD_01646,UPI,161.26
PAY_01647,ORD_01647,Credit Card,114.97
PAY_01648,ORD_01648,Credit Card,219.88
PAY_01649,ORD_01649,Debit Card,178.51
PAY_01650,ORD_01650,UPI,145.73
PAY_01651,ORD_01651,UPI,117.1
PAY_01652,ORD_01652,Credit Card,193.31
PAY_01653,ORD_01653,Cash,170.7
PAY_01654,ORD_01654,Credit Card,312.78
PAY_01655,ORD_01655,UPI,286.2
PAY_01656,ORD_01656,UPI,361.46
PAY_01657,ORD_01657,UPI,127.15
PAY_01658,ORD_01658,Cash,259.8
PAY_01659,ORD_01659,Credit Card,132.07
PAY_01660,ORD_01660,UPI,113.44
PAY_01661,ORD_01661,Debit Card,165.41
PAY_01662,ORD_01662,UPI,344.63
PAY_01663,ORD_01663,Credit Card,160.03
PAY_01664,ORD_01664,UPI,480.46
PAY_01665,ORD_01665,Debit Card,251.37
PAY_01666,ORD_01666,Cash,155.22
PAY_01667,ORD_01667,Debit Card,370.98
PAY_01668,ORD_01668,UPI,283.89
PAY_01669,ORD_01669,Debit Card,127.2
PAY_01670,ORD_01670,UPI,558.52
PAY_01671,ORD_01671,Cash,230.54
PAY_01672,ORD_01672,UPI,211.21
PAY_01673,ORD_01673,UPI,132.53
PAY_01674,ORD_01674,Debit Card,363.17
PAY_01675,ORD_01675,UPI,276.79
PAY_01676,ORD_01676,Credit Card,266.46
PAY_01677,ORD_01677,UPI,161.9
PAY_01678,ORD_01678,Debit Card,330.16
PAY_01679,ORD_01679,Debit Card,316.55
PAY_01680,ORD_01680,Debit Card,145.61
PAY_01681,ORD_01681,UPI,108.96
PAY_01682,ORD_01682,Debit Card,297.5
PAY_01683,ORD_01683,UPI,121.18
PAY_01684,ORD_01684,UPI,248.44
PAY_01685,ORD_01685,UPI,165.66
PAY_01686,ORD_01686,Cash,382.09
PAY_01687,ORD_01687,UPI,183.24
PAY_01688,ORD_01688,Debit Card,378.23
PAY_01689,ORD_01689,Cash,159.09
PAY_01690,ORD_01690,UPI,347.33
PAY_01691,ORD_01691,Debit Card,606.01
PAY_01692,ORD_01692,UPI,124.57
PAY_01693,ORD_01693,UPI,243.97
PAY_01694,ORD_01694,Credit Card,944.94
PAY_01695,ORD_01695,Credit Card,204.83
PAY_01696,ORD_01696,UPI,215.27
PAY_01697,ORD_01697,Credit Card,335.89
PAY_01698,ORD_01698,UPI,197.41
PAY_01699,ORD_01699,UPI,119.16
PAY_01700,ORD_01700,Credit Card,362.79
PAY_01701,ORD_01701,Credit Card,124.96
PAY_01702,ORD_01702,UPI,159.15
PAY_01703,ORD_01703,Debit Card,427.22
PAY_01704,ORD_01704,UPI,182.26
PAY_01705,ORD_01705,Credit Card,150.6
PAY_01706,ORD_01706,UPI,339.9
PAY_01707,ORD_01707,UPI,133.98
PAY_01708,ORD_01708,Debit Card,107.75
PAY_01709,ORD_01709,Credit Card,238.75
PAY_01710,ORD_01710,UPI,179.48
PAY_01711,ORD_01711,Debit Card,121.87
PAY_01712,ORD_01712,UPI,303.81
PAY_01713,ORD_01713,UPI,276.25
PAY_01714,ORD_01714,Credit Card,175.9
PAY_01715,ORD_01715,UPI,180.91
PAY_01716,ORD_01716,Cash,276.02
PAY_01717,ORD_01717,UPI,383.28
PAY_01718,ORD_01718,UPI,194.66
PAY_01719,ORD_01719,UPI,283.89
PAY_01720,ORD_01720,Debit Card,267.68
PAY_01721,ORD_01721,Cash,319.05
PAY_01722,ORD_01722,Debit Card,200.33
PAY_01723,ORD_01723,UPI,130.3
PAY_01724,ORD_01724,Debit Card,154.28
PAY_01725,ORD_01725,UPI,240.99
PAY_01726,ORD_01726,UPI,521.86
PAY_01727,ORD_01727,UPI,161.2
PAY_01728,ORD_01728,Credit Card,309.96
PAY_01729,ORD_01729,UPI,171.78
PAY_01730,ORD_01730,Credit Card,205.85
PAY_01731,ORD_01731,Debit Card,467.41
PAY_01732,ORD_01732,UPI,303.43
PAY_01733,ORD_01733,UPI,110.7
PAY_01734,ORD_01734,UPI,151.86
PAY_01735,ORD_01735,Debit Card,413.05
PAY_01736,ORD_01736,Debit Card,239.01
PAY_01737,ORD_01737,Debit Card,130.2
PAY_01738,ORD_01738,Credit Card,131.84
PAY_01739,ORD_01739,Credit Card,291.32
PAY_01740,ORD_01740,Credit Card,375.08
PAY_01741,ORD_01741,UPI,206.69
PAY_01742,ORD_01742,Credit Card,735.43
PAY_01743,ORD_01743,Debit Card,326.41
PAY_01744,ORD_01744,Credit Card,178.09
PAY_01745,ORD_01745,Cash,138.11
PAY_01746,ORD_01746,UPI,119.86
PAY_01747,ORD_01747,UPI,233.52
PAY_01748,ORD_01748,UPI,158.97
PAY_01749,ORD_01749,UPI,478.76
PAY_01750,ORD_01750,Debit Card,468.15
PAY_01751,ORD_01751,Debit Card,308.28
PAY_01752,ORD_01752,UPI,110.99
PAY_01753,ORD_01753,Cash,149.98
PAY_01754,ORD_01754,Debit Card,414.01
PAY_01755,ORD_01755,Cash,162.53
PAY_01756,ORD_01756,UPI,357.52
PAY_01757,ORD_01757,UPI,269.11
PAY_01758,ORD_01758,UPI,220.32
PAY_01759,ORD_01759,UPI,143.35
PAY_01760,ORD_01760,UPI,204.63
PAY_01761,ORD_01761,Debit Card,232.34
PAY_01762,ORD_01762,Credit Card,373.27
PAY_01763,ORD_01763,UPI,125.54
PAY_01764,ORD_01764,Debit Card,185.85
PAY_01765,ORD_01765,UPI,206.16
PAY_01766,ORD_01766,Cash,304.21
PAY_01767,ORD_01767,UPI,138.09
PAY_01768,ORD_01768,Debit Card,117.1
PAY_01769,ORD_01769,Credit Card,302.06
PAY_01770,ORD_01770,Debit Card,114.25
PAY_01771,ORD_01771,Credit Card,415.16
PAY_01772,ORD_01772,UPI,198.23
PAY_01773,ORD_01773,UPI,122.92
PAY_01774,ORD_01774,Cash,160.97
PAY_01775,ORD_01775,UPI,268.98
PAY_01776,ORD_01776,Debit Card,160.64
PAY_01777,ORD_01777,Debit Card,213.08
PAY_01778,ORD_01778,Credit Card,287.73
PAY_01779,ORD_01779,Cash,195.32
PAY_01780,ORD_01780,Credit Card,130.28
PAY_01781,ORD_01781,Debit Card,165.5
PAY_01782,ORD_01782,Debit Card,441.24
PAY_01783,ORD_01783,UPI,501.14
PAY_01784,ORD_01784,Cash,124.82
PAY_01785,ORD_01785,UPI,370.8
PAY_01786,ORD_01786,Debit Card,237.16
PAY_01787,ORD_01787,Cash,350.54
PAY_01788,ORD_01788,Debit Card,151.46
PAY_01789,ORD_01789,UPI,122.4
PAY_01790,ORD_01790,UPI,282.66
PAY_01791,ORD_01791,UPI,129.56
PAY_01792,ORD_01792,Credit Card,109.83
PAY_01793,ORD_01793,Credit Card,119.58
PAY_01794,ORD_01794,Debit Card,272.94
PAY_01795,ORD_01795,Debit Card,225.21
PAY_01796,ORD_01796,UPI,298.97
PAY_01797,ORD_01797,UPI,280.99
PAY_01798,ORD_01798,UPI,166.4
PAY_01799,ORD_01799,UPI,188.67
PAY_01800,ORD_01800,UPI,151.47
PAY_01801,ORD_01801,UPI,185.37
PAY_01802,ORD_01802,Credit Card,128.21
PAY_01803,ORD_01803,UPI,258.52
PAY_01804,ORD_01804,UPI,346.16
PAY_01805,ORD_01805,Credit Card,133.42
PAY_01806,ORD_01806,Debit Card,402.33
PAY_01807,ORD_01807,Debit Card,222.43
PAY_01808,ORD_01808,UPI,238.43
PAY_01809,ORD_01809,UPI,111.49
PAY_01810,ORD_01810,UPI,126.73
PAY_01811,ORD_01811,UPI,209.48
PAY_01812,ORD_01812,Debit Card,300.81
PAY_01813,ORD_01813,Debit Card,145.68
PAY_01814,ORD_01814,UPI,474.2
PAY_01815,ORD_01815,Debit Card,297.64
PAY_01816,ORD_01816,Credit Card,126.15
PAY_01817,ORD_01817,Debit Card,222.59
PAY_01818,ORD_01818,Credit Card,733.54
PAY_01819,ORD_01819,UPI,129.41
PAY_01820,ORD_01820,UPI,263.3
PAY_01821,ORD_01821,UPI,177.17
PAY_01822,ORD_01822,Debit Card,287.31
PAY_01823,ORD_01823,Debit Card,384.54
PAY_01824,ORD_01824,Debit Card,174.98
PAY_01825,ORD_01825,UPI,389.14
PAY_01826,ORD_01826,Credit Card,690.12
PAY_01827,ORD_01827,UPI,210.01
PAY_01828,ORD_01828,Cash,329.72
PAY_01829,ORD_01829,UPI,148.01
PAY_01830,ORD_01830,Debit Card,199.33
PAY_01831,ORD_01831,UPI,192.43
PAY_01832,ORD_01832,UPI,330.79
PAY_01833,ORD_01833,Debit Card,394.33
PAY_01834,ORD_01834,Debit Card,186.35
PAY_01835,ORD_01835,UPI,456.1
