delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount
DEL_02303,ORD_02303,DRV_0458,10.87,14.0,88.3,15.65
DEL_02304,ORD_02304,DRV_0500,10.33,22.0,62.1,46.04
DEL_02305,ORD_02305,DRV_0163,7.13,19.0,65.2,19.13
DEL_02306,ORD_02306,DRV_0275,8.74,25.0,66.7,21.05
DEL_02307,ORD_02307,DRV_0388,9.15,39.0,102.9,26.39
DEL_02308,ORD_02308,DRV_0019,9.41,38.0,93.6,13.9
DEL_02309,ORD_02309,DRV_0233,2.04,35.0,46.1,45.4
DEL_02310,ORD_02310,DRV_0020,4.01,24.0,46.0,32.29
DEL_02311,ORD_02311,DRV_0241,5.0,16.0,66.6,20.53
DEL_02312,ORD_02312,DRV_0260,1.58,39.0,53.2,39.83
DEL_02313,ORD_02313,DRV_0049,1.22,36.0,53.0,52.56
DEL_02314,ORD_02314,DRV_0154,5.43,19.0,48.2,3.87
DEL_02315,ORD_02315,DRV_0003,2.34,15.0,32.6,19.84
DEL_02316,ORD_02316,DRV_0308,5.98,24.0,45.8,19.87
DEL_02317,ORD_02317,DRV_0478,6.19,24.0,60.2,40.04
DEL_02318,ORD_02318,DRV_0384,4.06,36.0,86.1,22.88
DEL_02319,ORD_02319,DRV_0292,4.13,18.0,46.4,20.0
DEL_02320,ORD_02320,DRV_0169,3.02,16.0,50.6,11.51
DEL_02321,ORD_02321,DRV_0198,1.74,16.0,59.5,20.63
DEL_02322,ORD_02322,DRV_0179,5.58,37.0,52.8,43.85
DEL_02323,ORD_02323,DRV_0103,4.07,20.0,61.7,24.74
DEL_02324,ORD_02324,DRV_0219,2.05,42.0,68.6,13.29
DEL_02325,ORD_02325,DRV_0016,3.74,18.0,34.0,66.25
DEL_02326,ORD_02326,DRV_0047,8.14,29.0,76.0,31.63
DEL_02327,ORD_02327,DRV_0336,1.21,27.0,50.2,10.11
DEL_02328,ORD_02328,DRV_0046,4.54,29.0,71.0,29.68
DEL_02329,ORD_02329,DRV_0100,1.93,21.0,51.2,21.6
DEL_02330,ORD_02330,DRV_0183,3.73,18.0,54.9,14.86
DEL_02331,ORD_02331,DRV_0354,0.8,20.0,46.1,90.84
DEL_02332,ORD_02332,DRV_0487,1.33,18.0,61.1,25.12
DEL_02333,ORD_02333,DRV_0216,1.22,22.0,37.7,22.18
DEL_02334,ORD_02334,DRV_0380,12.01,23.0,81.3,32.28
DEL_02335,ORD_02335,DRV_0423,5.38,33.0,85.9,30.22
DEL_02336,ORD_02336,DRV_0134,2.33,19.0,51.8,13.32
DEL_02337,ORD_02337,DRV_0340,2.42,23.0,54.5,35.5
DEL_02338,ORD_02338,DRV_0317,6.91,31.0,76.9,20.29
DEL_02339,ORD_02339,DRV_0009,6.1,23.0,69.8,13.76
DEL_02340,ORD_02340,DRV_0497,4.23,22.0,62.2,21.99
DEL_02341,ORD_02341,DRV_0213,10.24,21.0,71.5,22.81
DEL_02342,ORD_02342,DRV_0139,2.42,6.0,42.8,14.66
DEL_02343,ORD_02343,DRV_0496,1.26,28.0,36.8,57.52
DEL_02344,ORD_02344,DRV_0222,9.84,29.0,92.9,10.51
DEL_02345,ORD_02345,DRV_0321,3.06,33.0,66.7,45.72
DEL_02346,ORD_02346,DRV_0091,1.3,33.0,35.9,19.06
DEL_02347,ORD_02347,DRV_0378,4.37,32.0,93.9,23.85
DEL_02348,ORD_02348,DRV_0315,4.95,14.0,34.2,16.66
DEL_02349,ORD_02349,DRV_0112,4.25,29.0,62.6,46.64
DEL_02350,ORD_02350,DRV_0113,9.47,27.0,96.3,26.63
DEL_02351,ORD_02351,DRV_0198,12.52,30.0,100.8,34.74
DEL_02352,ORD_02352,DRV_0374,3.09,21.0,42.5,35.25
DEL_02353,ORD_02353,DRV_0491,7.49,18.0,56.5,21.99
DEL_02354,ORD_02354,DRV_0263,3.39,45.0,85.0,21.3
DEL_02355,ORD_02355,DRV_0368,9.77,19.0,88.9,41.4
DEL_02356,ORD_02356,DRV_0378,1.56,39.0,55.3,7.94
DEL_02357,ORD_02357,DRV_0317,4.76,29.0,79.8,47.37
DEL_02358,ORD_02358,DRV_0313,6.45,28.0,65.6,26.19
DEL_02359,ORD_02359,DRV_0342,6.55,29.0,75.2,15.1
DEL_02360,ORD_02360,DRV_0162,3.25,15.0,39.5,19.37
DEL_02361,ORD_02361,DRV_0084,4.0,24.0,63.9,25.18
DEL_02362,ORD_02362,DRV_0045,6.13,39.0,70.4,37.59
DEL_02363,ORD_02363,DRV_0045,4.85,30.0,58.6,22.69
DEL_02364,ORD_02364,DRV_0271,4.66,36.0,65.2,13.58
DEL_02365,ORD_02365,DRV_0495,3.17,35.0,66.2,69.02
DEL_02366,ORD_02366,DRV_0393,2.17,24.0,43.7,52.53
DEL_02367,ORD_02367,DRV_0210,8.5,25.0,93.9,67.73
DEL_02368,ORD_02368,DRV_0174,2.03,18.0,52.2,12.83
DEL_02369,ORD_02369,DRV_0247,9.51,20.0,73.7,29.9
DEL_02370,ORD_02370,DRV_0174,10.66,21.0,92.3,22.75
DEL_02371,ORD_02371,DRV_0036,7.28,27.0,72.6,27.05
DEL_02372,ORD_02372,DRV_0302,3.34,26.0,71.5,56.93
DEL_02373,ORD_02373,DRV_0298,1.16,31.0,52.8,31.46
DEL_02374,ORD_02374,DRV_0158,6.49,36.0,68.3,17.78
DEL_02375,ORD_02375,DRV_0139,1.63,32.0,68.0,74.88
DEL_02376,ORD_02376,DRV_0374,2.69,26.0,38.1,39.91
DEL_02377,ORD_02377,DRV_0033,3.12,27.0,59.9,27.62
DEL_02378,ORD_02378,DRV_0251,2.19,26.0,44.8,32.55
DEL_02379,ORD_02379,DRV_0382,2.51,33.0,52.1,23.31
DEL_02380,ORD_02380,DRV_0366,4.8,31.0,66.1,40.41
DEL_02381,ORD_02381,DRV_0424,15.3,35.0,98.2,11.99
DEL_02382,ORD_02382,DRV_0326,6.12,31.0,62.0,23.66
DEL_02383,ORD_02383,DRV_0171,8.55,22.0,72.4,29.08
DEL_02384,ORD_02384,DRV_0110,2.95,20.0,53.6,48.77
DEL_02385,ORD_02385,DRV_0167,13.29,14.0,73.0,15.7
DEL_02386,ORD_02386,DRV_0125,12.42,19.0,91.5,45.15
DEL_02387,ORD_02387,DRV_0214,3.36,34.0,69.0,33.24
DEL_02388,ORD_02388,DRV_0295,12.95,30.0,79.9,34.58
DEL_02389,ORD_02389,DRV_0181,2.46,9.0,39.4,28.51
DEL_02390,ORD_02390,DRV_0083,3.85,19.0,65.2,19.2
DEL_02391,ORD_02391,DRV_0470,4.11,28.0,46.7,21.05
DEL_02392,ORD_02392,DRV_0415,3.22,31.0,63.2,17.61
DEL_02393,ORD_02393,DRV_0362,0.97,31.0,65.1,25.82
DEL_02394,ORD_02394,DRV_0319,1.06,27.0,34.9,23.04
DEL_02395,ORD_02395,DRV_0025,3.61,33.0,61.2,15.57
DEL_02396,ORD_02396,DRV_0246,8.97,13.0,66.1,15.03
DEL_02397,ORD_02397,DRV_0041,4.19,35.0,67.0,17.15
DEL_02398,ORD_02398,DRV_0434,2.64,16.0,58.3,29.23
DEL_02399,ORD_02399,DRV_0059,7.48,39.0,81.5,26.21
DEL_02400,ORD_02400,DRV_0177,6.41,13.0,40.7,27.19
DEL_02401,ORD_02401,DRV_0030,5.37,28.0,58.8,51.86
DEL_02402,ORD_02402,DRV_0045,2.55,33.0,69.6,18.19
DEL_02403,ORD_02403,DRV_0452,4.55,33.0,67.8,18.11
DEL_02404,ORD_02404,DRV_0309,0.5,24.0,49.5,14.8
DEL_02405,ORD_02405,DRV_0154,9.21,17.0,80.7,38.62
DEL_02406,ORD_02406,DRV_0455,6.52,33.0,78.1,21.35
DEL_02407,ORD_02407,DRV_0040,2.99,30.0,48.5,19.68
DEL_02408,ORD_02408,DRV_0496,4.79,15.0,59.3,22.77
DEL_02409,ORD_02409,DRV_0140,3.64,19.0,60.3,35.09
DEL_02410,ORD_02410,DRV_0257,4.71,11.0,40.8,27.03
DEL_02411,ORD_02411,DRV_0070,15.41,16.0,90.6,26.87
DEL_02412,ORD_02412,DRV_0385,9.38,22.0,80.7,37.01
DEL_02413,ORD_02413,DRV_0136,7.82,25.0,74.7,16.2
DEL_02414,ORD_02414,DRV_0236,7.85,36.0,80.0,10.03
DEL_02415,ORD_02415,DRV_0112,9.87,33.0,80.4,34.13
DEL_02416,ORD_02416,DRV_0033,10.05,40.0,107.8,19.66
DEL_02417,ORD_02417,DRV_0196,7.02,21.0,75.2,28.09
DEL_02418,ORD_02418,DRV_0371,4.42,24.0,57.4,33.9
DEL_02419,ORD_02419,DRV_0178,1.95,27.0,35.7,63.18
DEL_02420,ORD_02420,DRV_0360,5.79,6.0,39.0,52.46
DEL_02421,ORD_02421,DRV_0134,4.0,11.0,57.7,59.32
DEL_02422,ORD_02422,DRV_0493,2.12,33.0,49.7,0.1
DEL_02423,ORD_02423,DRV_0444,4.84,30.0,53.3,17.28
DEL_02424,ORD_02424,DRV_0191,1.44,37.0,60.6,38.83
DEL_02425,ORD_02425,DRV_0436,3.4,35.0,68.7,18.46
DEL_02426,ORD_02426,DRV_0387,8.01,19.0,76.7,19.89
DEL_02427,ORD_02427,DRV_0335,4.43,32.0,71.6,47.58
DEL_02428,ORD_02428,DRV_0454,6.59,25.0,56.1,27.76
DEL_02429,ORD_02429,DRV_0006,6.39,21.0,64.9,29.13
DEL_02430,ORD_02430,DRV_0293,4.18,39.0,77.7,36.27
DEL_02431,ORD_02431,DRV_0179,7.2,18.0,59.0,7.21
DEL_02432,ORD_02432,DRV_0283,4.56,13.0,53.4,31.78
DEL_02433,ORD_02433,DRV_0106,1.75,28.0,52.1,32.43
DEL_02434,ORD_02434,DRV_0489,4.06,35.0,44.5,5.93
DEL_02435,ORD_02435,DRV_0430,13.15,42.0,99.6,17.75
DEL_02436,ORD_02436,DRV_0246,2.4,43.0,64.7,14.98
DEL_02437,ORD_02437,DRV_0325,12.64,20.0,85.4,38.91
DEL_02438,ORD_02438,DRV_0379,0.5,36.0,37.9,36.57
DEL_02439,ORD_02439,DRV_0231,1.39,27.0,62.5,19.1
DEL_02440,ORD_02440,DRV_0401,2.22,34.0,53.6,31.75
DEL_02441,ORD_02441,DRV_0215,1.56,32.0,65.4,17.35
DEL_02442,ORD_02442,DRV_0273,8.17,28.0,66.1,16.62
DEL_02443,ORD_02443,DRV_0105,1.21,18.0,63.0,27.96
DEL_02444,ORD_02444,DRV_0374,2.41,14.0,57.0,51.19
DEL_02445,ORD_02445,DRV_0023,7.15,15.0,69.5,45.22
DEL_02446,ORD_02446,DRV_0295,5.34,25.0,48.8,22.88
DEL_02447,ORD_02447,DRV_0161,4.24,32.0,71.3,20.42
DEL_02448,ORD_02448,DRV_0194,3.85,30.0,57.4,13.74
DEL_02449,ORD_02449,DRV_0266,6.94,15.0,60.0,25.61
DEL_02450,ORD_02450,DRV_0083,1.7,32.0,58.2,19.6
DEL_02451,ORD_02451,DRV_0168,2.27,37.0,64.1,30.14
DEL_02452,ORD_02452,DRV_0329,6.02,21.0,72.8,29.34
DEL_02453,ORD_02453,DRV_0143,2.4,39.0,58.3,8.04
DEL_02454,ORD_02454,DRV_0043,4.66,42.0,75.8,37.0
DEL_02455,ORD_02455,DRV_0344,3.47,33.0,50.5,29.45
DEL_02456,ORD_02456,DRV_0012,2.7,16.0,42.8,19.25
DEL_02457,ORD_02457,DRV_0022,4.13,18.0,49.5,18.45
DEL_02458,ORD_02458,DRV_0018,0.63,24.0,44.4,9.03
DEL_02459,ORD_02459,DRV_0450,5.89,34.0,93.7,27.34
DEL_02460,ORD_02460,DRV_0062,5.75,31.0,78.9,27.47
DEL_02461,ORD_02461,DRV_0189,10.12,28.0,87.6,27.5
DEL_02462,ORD_02462,DRV_0444,2.14,34.0,42.7,15.96
DEL_02463,ORD_02463,DRV_0079,9.04,11.0,84.2,7.7
DEL_02464,ORD_02464,DRV_0490,2.22,24.0,51.4,34.01
DEL_02465,ORD_02465,DRV_0167,7.34,18.0,56.0,30.21
DEL_02466,ORD_02466,DRV_0457,1.54,36.0,58.5,21.04
DEL_02467,ORD_02467,DRV_0150,2.4,22.0,63.5,33.5
DEL_02468,ORD_02468,DRV_0465,2.56,33.0,70.0,72.07
DEL_02469,ORD_02469,DRV_0398,4.72,25.0,72.8,33.36
DEL_02470,ORD_02470,DRV_0223,5.51,15.0,74.4,36.04
DEL_02471,ORD_02471,DRV_0105,1.15,38.0,60.7,46.61
DEL_02472,ORD_02472,DRV_0254,5.09,20.0,66.8,46.3
DEL_02473,ORD_02473,DRV_0007,4.68,29.0,57.7,10.67
DEL_02474,ORD_02474,DRV_0495,5.45,40.0,95.5,23.54
DEL_02475,ORD_02475,DRV_0163,5.52,32.0,67.6,28.6
DEL_02476,ORD_02476,DRV_0290,10.64,26.0,80.2,26.69
DEL_02477,ORD_02477,DRV_0195,2.74,40.0,49.3,20.33
DEL_02478,ORD_02478,DRV_0319,9.25,22.0,78.8,33.45
DEL_02479,ORD_02479,DRV_0130,5.98,33.0,69.8,36.29
DEL_02480,ORD_02480,DRV_0109,3.44,16.0,50.6,42.06
DEL_02481,ORD_02481,DRV_0219,2.97,34.0,51.0,20.25
DEL_02482,ORD_02482,DRV_0429,6.83,29.0,72.0,43.71
DEL_02483,ORD_02483,DRV_0319,2.23,37.0,66.3,24.51
DEL_02484,ORD_02484,DRV_0130,6.18,32.0,62.1,24.76
DEL_02485,ORD_02485,DRV_0244,3.0,23.0,45.5,35.64
DEL_02486,ORD_02486,DRV_0438,7.0,40.0,89.1,31.93
DEL_02487,ORD_02487,DRV_0307,2.65,16.0,36.4,23.23
DEL_02488,ORD_02488,DRV_0297,3.85,15.0,50.2,31.38
DEL_02489,ORD_02489,DRV_0389,3.13,24.0,52.0,22.06
DEL_02490,ORD_02490,DRV_0085,10.19,34.0,97.1,13.97
DEL_02491,ORD_02491,DRV_0255,12.47,29.0,96.2,17.43
DEL_02492,ORD_02492,DRV_0327,3.19,35.0,37.8,22.65
DEL_02493,ORD_02493,DRV_0409,5.4,33.0,100.1,23.8
DEL_02494,ORD_02494,DRV_0237,4.46,26.0,67.8,17.69
DEL_02495,ORD_02495,DRV_0001,2.96,21.0,56.6,44.32
DEL_02496,ORD_02496,DRV_0265,2.16,37.0,63.5,44.32
DEL_02497,ORD_02497,DRV_0194,1.91,32.0,66.4,20.8
DEL_02498,ORD_02498,DRV_0451,2.49,15.0,38.7,29.39
DEL_02499,ORD_02499,DRV_0364,3.29,29.0,63.0,20.87
DEL_02500,ORD_02500,DRV_0357,3.63,27.0,76.6,33.11
DEL_02501,ORD_02501,DRV_0122,0.86,32.0,57.3,57.45
DEL_02502,ORD_02502,DRV_0364,7.94,16.0,56.2,27.09
DEL_02503,ORD_02503,DRV_0004,9.54,23.0,90.4,53.41
DEL_02504,ORD_02504,DRV_0149,10.62,30.0,75.9,36.3
DEL_02505,ORD_02505,DRV_0061,1.4,25.0,30.4,23.13
DEL_02506,ORD_02506,DRV_0282,3.83,31.0,57.6,20.85
DEL_02507,ORD_02507,DRV_0117,8.36,35.0,82.1,26.81
DEL_02508,ORD_02508,DRV_0172,0.68,41.0,58.6,35.87
DEL_02509,ORD_02509,DRV_0421,1.76,16.0,42.7,21.96
DEL_02510,ORD_02510,DRV_0334,7.14,9.0,71.5,26.92
DEL_02511,ORD_02511,DRV_0238,3.45,20.0,56.3,23.01
DEL_02512,ORD_02512,DRV_0138,3.88,25.0,74.5,15.18
DEL_02513,ORD_02513,DRV_0218,2.57,22.0,49.5,28.81
DEL_02514,ORD_02514,DRV_0458,5.28,29.0,70.3,77.62
DEL_02515,ORD_02515,DRV_0485,4.85,16.0,53.9,38.32
DEL_02516,ORD_02516,DRV_0082,1.95,9.0,37.3,32.01
DEL_02517,ORD_02517,DRV_0219,8.94,27.0,94.5,25.55
DEL_02518,ORD_02518,DRV_0337,0.5,17.0,59.2,28.8
DEL_02519,ORD_02519,DRV_0202,5.71,26.0,77.9,48.68
DEL_02520,ORD_02520,DRV_0075,4.85,33.0,70.4,19.21
DEL_02521,ORD_02521,DRV_0047,10.78,34.0,83.6,19.9
DEL_02522,ORD_02522,DRV_0344,3.17,23.0,53.0,21.67
DEL_02523,ORD_02523,DRV_0339,2.78,13.0,43.6,20.86
DEL_02524,ORD_02524,DRV_0236,8.3,21.0,65.6,18.13
DEL_02525,ORD_02525,DRV_0464,2.52,18.0,55.5,14.23
DEL_02526,ORD_02526,DRV_0151,1.72,23.0,38.8,22.17
DEL_02527,ORD_02527,DRV_0376,7.6,34.0,75.0,44.76
DEL_02528,ORD_02528,DRV_0123,7.35,15.0,65.6,22.73
DEL_02529,ORD_02529,DRV_0460,6.35,25.0,78.4,31.29
DEL_02530,ORD_02530,DRV_0246,2.31,31.0,72.8,21.74
DEL_02531,ORD_02531,DRV_0254,8.77,28.0,63.3,34.29
DEL_02532,ORD_02532,DRV_0054,4.72,9.0,40.4,22.75
DEL_02533,ORD_02533,DRV_0187,4.7,45.0,64.7,19.07
DEL_02534,ORD_02534,DRV_0403,12.78,24.0,71.4,28.67
DEL_02535,ORD_02535,DRV_0281,1.61,26.0,40.8,23.0
DEL_02536,ORD_02536,DRV_0067,7.09,26.0,67.2,16.15
DEL_02537,ORD_02537,DRV_0141,11.35,26.0,96.6,22.85
DEL_02538,ORD_02538,DRV_0021,1.76,17.0,48.2,32.58
DEL_02539,ORD_02539,DRV_0022,5.47,35.0,73.9,20.35
DEL_02540,ORD_02540,DRV_0175,2.52,28.0,66.2,29.08
DEL_02541,ORD_02541,DRV_0191,6.17,30.0,81.1,19.79
DEL_02542,ORD_02542,DRV_0285,5.75,19.0,62.7,16.17
DEL_02543,ORD_02543,DRV_0305,6.94,37.0,63.4,20.26
DEL_02544,ORD_02544,DRV_0363,2.51,18.0,28.3,28.18
DEL_02545,ORD_02545,DRV_0281,5.36,20.0,44.4,35.49
DEL_02546,ORD_02546,DRV_0407,7.17,20.0,68.7,24.61
DEL_02547,ORD_02547,DRV_0332,2.9,20.0,44.8,24.62
DEL_02548,ORD_02548,DRV_0305,5.71,32.0,64.7,17.41
DEL_02549,ORD_02549,DRV_0407,3.49,23.0,68.1,64.98
DEL_02550,ORD_02550,DRV_0261,8.53,29.0,95.7,24.0
DEL_02551,ORD_02551,DRV_0157,1.45,20.0,46.4,20.33
DEL_02552,ORD_02552,DRV_0261,5.32,31.0,85.1,27.45
DEL_02553,ORD_02553,DRV_0039,10.27,38.0,76.2,36.11
DEL_02554,ORD_02554,DRV_0483,3.59,20.0,50.2,36.85
DEL_02555,ORD_02555,DRV_0419,1.23,14.0,30.3,54.29
DEL_02556,ORD_02556,DRV_0337,5.2,19.0,66.2,23.86
DEL_02557,ORD_02557,DRV_0030,10.07,17.0,87.9,49.42
DEL_02558,ORD_02558,DRV_0440,4.24,32.0,84.8,21.49
DEL_02559,ORD_02559,DRV_0258,4.45,19.0,55.2,4.34
DEL_02560,ORD_02560,DRV_0271,1.28,33.0,38.5,16.88
DEL_02561,ORD_02561,DRV_0051,8.32,20.0,101.4,18.65
DEL_02562,ORD_02562,DRV_0279,3.78,17.0,75.3,35.04
DEL_02563,ORD_02563,DRV_0234,8.29,31.0,87.7,14.99
DEL_02564,ORD_02564,DRV_0026,7.31,28.0,90.1,28.19
DEL_02565,ORD_02565,DRV_0011,2.42,12.0,38.0,32.58
DEL_02566,ORD_02566,DRV_0384,5.76,37.0,78.9,11.97
DEL_02567,ORD_02567,DRV_0024,7.39,8.0,80.5,15.19
DEL_02568,ORD_02568,DRV_0393,9.42,39.0,71.4,21.57
DEL_02569,ORD_02569,DRV_0462,3.36,32.0,50.2,21.56
DEL_02570,ORD_02570,DRV_0216,4.54,31.0,63.9,38.98
DEL_02571,ORD_02571,DRV_0327,0.76,12.0,28.0,35.51
DEL_02572,ORD_02572,DRV_0138,10.81,25.0,94.6,30.93
DEL_02573,ORD_02573,DRV_0225,6.65,26.0,56.0,31.38
DEL_02574,ORD_02574,DRV_0353,5.93,15.0,70.3,24.67
DEL_02575,ORD_02575,DRV_0110,0.72,11.0,30.8,8.83
DEL_02576,ORD_02576,DRV_0475,6.24,27.0,68.9,24.68
DEL_02577,ORD_02577,DRV_0328,5.18,27.0,74.5,32.62
DEL_02578,ORD_02578,DRV_0206,4.18,36.0,79.8,10.62
DEL_02579,ORD_02579,DRV_0071,5.54,26.0,74.7,20.68
DEL_02580,ORD_02580,DRV_0210,4.68,41.0,77.2,26.82
DEL_02581,ORD_02581,DRV_0185,6.4,34.0,87.4,23.64
DEL_02582,ORD_02582,DRV_0090,5.38,19.0,61.3,48.02
DEL_02583,ORD_02583,DRV_0247,3.96,27.0,68.5,23.46
DEL_02584,ORD_02584,DRV_0383,6.16,28.0,60.3,16.1
DEL_02585,ORD_02585,DRV_0233,2.78,19.0,43.9,20.7
DEL_02586,ORD_02586,DRV_0379,5.41,39.0,69.7,30.57
DEL_02587,ORD_02587,DRV_0399,5.75,24.0,69.8,63.34
DEL_02588,ORD_02588,DRV_0033,5.8,36.0,54.2,39.06
DEL_02589,ORD_02589,DRV_0395,5.7,34.0,51.4,33.33
DEL_02590,ORD_02590,DRV_0147,7.73,18.0,60.4,18.99
DEL_02591,ORD_02591,DRV_0170,6.25,42.0,77.7,25.15
DEL_02592,ORD_02592,DRV_0466,7.41,35.0,61.3,12.69
DEL_02593,ORD_02593,DRV_0214,3.19,16.0,37.3,23.78
DEL_02594,ORD_02594,DRV_0314,3.74,34.0,73.0,58.3
DEL_02595,ORD_02595,DRV_0228,9.77,44.0,83.7,27.44
DEL_02596,ORD_02596,DRV_0146,1.98,36.0,55.6,24.51
DEL_02597,ORD_02597,DRV_0146,7.15,38.0,66.9,15.87
DEL_02598,ORD_02598,DRV_0022,9.03,32.0,77.1,6.66
DEL_02599,ORD_02599,DRV_0089,4.26,15.0,65.1,32.97
DEL_02600,ORD_02600,DRV_0374,2.22,36.0,49.7,24.16
DEL_02601,ORD_02601,DRV_0180,4.61,36.0,68.0,22.18
DEL_02602,ORD_02602,DRV_0300,1.18,31.0,48.0,16.73
DEL_02603,ORD_02603,DRV_0415,3.44,20.0,50.6,13.88
DEL_02604,ORD_02604,DRV_0265,3.91,10.0,31.5,17.03
DEL_02605,ORD_02605,DRV_0050,5.97,15.0,62.7,30.75
DEL_02606,ORD_02606,DRV_0230,3.13,33.0,64.0,28.53
DEL_02607,ORD_02607,DRV_0375,3.79,33.0,57.3,19.35
DEL_02608,ORD_02608,DRV_0061,9.26,25.0,92.8,31.84
DEL_02609,ORD_02609,DRV_0019,2.42,16.0,54.5,18.81
DEL_02610,ORD_02610,DRV_0308,9.42,27.0,84.8,14.94
DEL_02611,ORD_02611,DRV_0311,5.56,35.0,64.9,8.67
DEL_02612,ORD_02612,DRV_0025,7.68,38.0,85.1,9.34
DEL_02613,ORD_02613,DRV_0207,2.19,28.0,71.9,27.37
DEL_02614,ORD_02614,DRV_0325,4.28,32.0,94.5,19.75
DEL_02615,ORD_02615,DRV_0075,4.28,32.0,58.6,57.0
DEL_02616,ORD_02616,DRV_0141,4.06,25.0,50.8,29.58
DEL_02617,ORD_02617,DRV_0418,4.92,33.0,63.8,50.59
DEL_02618,ORD_02618,DRV_0328,3.03,31.0,60.3,47.7
DEL_02619,ORD_02619,DRV_0281,2.93,19.0,63.4,34.19
DEL_02620,ORD_02620,DRV_0091,3.14,14.0,45.9,35.18
DEL_02621,ORD_02621,DRV_0075,7.79,12.0,66.7,5.99
DEL_02622,ORD_02622,DRV_0064,1.81,6.0,44.0,19.99
DEL_02623,ORD_02623,DRV_0082,3.05,17.0,53.2,17.19
DEL_02624,ORD_02624,DRV_0250,6.87,28.0,85.8,39.98
DEL_02625,ORD_02625,DRV_0138,10.07,30.0,99.6,24.02
DEL_02626,ORD_02626,DRV_0097,9.93,11.0,74.9,30.09
DEL_02627,ORD_02627,DRV_0100,7.39,21.0,69.4,17.93
DEL_02628,ORD_02628,DRV_0273,8.94,13.0,70.2,23.66
DEL_02629,ORD_02629,DRV_0241,3.7,14.0,40.7,42.35
DEL_02630,ORD_02630,DRV_0005,3.12,18.0,39.5,125.3
DEL_02631,ORD_02631,DRV_0215,0.56,21.0,53.0,24.68
DEL_02632,ORD_02632,DRV_0067,3.2,38.0,62.9,20.39
DEL_02633,ORD_02633,DRV_0487,3.48,19.0,52.8,17.83
DEL_02634,ORD_02634,DRV_0357,0.9,17.0,37.5,24.95
DEL_02635,ORD_02635,DRV_0394,2.16,31.0,45.9,27.28
DEL_02636,ORD_02636,DRV_0155,12.51,35.0,101.1,16.2
DEL_02637,ORD_02637,DRV_0440,4.19,38.0,64.2,22.4
DEL_02638,ORD_02638,DRV_0391,2.21,26.0,39.4,24.93
DEL_02639,ORD_02639,DRV_0369,3.85,29.0,53.0,19.91
DEL_02640,ORD_02640,DRV_0029,5.13,17.0,75.7,42.9
DEL_02641,ORD_02641,DRV_0305,4.31,18.0,55.2,45.17
DEL_02642,ORD_02642,DRV_0423,2.69,15.0,39.4,23.15
DEL_02643,ORD_02643,DRV_0454,6.99,31.0,65.3,27.55
DEL_02644,ORD_02644,DRV_0009,15.37,25.0,111.6,43.09
DEL_02645,ORD_02645,DRV_0200,8.44,24.0,90.0,15.12
DEL_02646,ORD_02646,DRV_0445,3.81,14.0,50.7,26.35
DEL_02647,ORD_02647,DRV_0334,4.06,34.0,78.4,18.89
DEL_02648,ORD_02648,DRV_0438,6.19,19.0,86.5,28.85
DEL_02649,ORD_02649,DRV_0230,4.92,7.0,38.7,25.08
DEL_02650,ORD_02650,DRV_0393,8.22,24.0,77.4,13.73
DEL_02651,ORD_02651,DRV_0316,9.11,38.0,105.3,41.05
DEL_02652,ORD_02652,DRV_0308,1.26,13.0,37.1,38.95
DEL_02653,ORD_02653,DRV_0377,5.92,19.0,69.4,13.98
DEL_02654,ORD_02654,DRV_0331,0.56,10.0,25.6,60.42
DEL_02655,ORD_02655,DRV_0267,11.16,18.0,76.5,24.52
DEL_02656,ORD_02656,DRV_0360,3.55,21.0,53.6,8.85
DEL_02657,ORD_02657,DRV_0163,1.32,32.0,47.3,27.78
DEL_02658,ORD_02658,DRV_0075,5.23,25.0,55.5,37.31
DEL_02659,ORD_02659,DRV_0292,9.8,21.0,74.0,21.14
DEL_02660,ORD_02660,DRV_0183,9.64,39.0,84.1,23.48
DEL_02661,ORD_02661,DRV_0387,5.87,25.0,68.6,21.94
DEL_02662,ORD_02662,DRV_0109,3.1,25.0,37.1,28.57
DEL_02663,ORD_02663,DRV_0339,3.72,18.0,52.8,21.92
DEL_02664,ORD_02664,DRV_0200,1.97,17.0,50.3,40.8
DEL_02665,ORD_02665,DRV_0181,4.73,19.0,54.9,27.26
DEL_02666,ORD_02666,DRV_0028,4.94,26.0,58.5,31.74
DEL_02667,ORD_02667,DRV_0053,1.61,38.0,48.8,5.46
DEL_02668,ORD_02668,DRV_0248,7.95,17.0,79.7,21.1
DEL_02669,ORD_02669,DRV_0310,0.5,32.0,54.0,13.09
DEL_02670,ORD_02670,DRV_0437,6.23,16.0,64.5,26.29
DEL_02671,ORD_02671,DRV_0321,7.47,16.0,72.3,46.08
DEL_02672,ORD_02672,DRV_0309,8.32,23.0,63.7,9.22
DEL_02673,ORD_02673,DRV_0040,4.56,24.0,62.8,25.12
DEL_02674,ORD_02674,DRV_0222,4.89,28.0,81.0,56.19
DEL_02675,ORD_02675,DRV_0297,7.74,35.0,79.5,44.07
DEL_02676,ORD_02676,DRV_0166,5.19,26.0,70.2,29.1
DEL_02677,ORD_02677,DRV_0331,2.68,15.0,48.2,60.07
DEL_02678,ORD_02678,DRV_0029,5.17,29.0,46.5,31.95
DEL_02679,ORD_02679,DRV_0415,11.79,31.0,113.2,13.7
