order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status,preparation_time_minutes
ORD_02797,CUST_0962,REST_047,2026-06-03 04:24:32,271.18,3,Clear,Low,Delivered,31.0
ORD_02798,CUST_0365,REST_079,2026-03-14 08:32:45,281.09,1,Clear,Low,Delivered,32.0
ORD_02799,CUST_0701,REST_016,2026-01-01 11:30:10,154.11,1,Cloudy,High,Delivered,27.0
ORD_02800,CUST_0845,REST_069,2026-01-21 20:52:17,254.17,5,Rain,Medium,Delivered,25.0
ORD_02801,CUST_0947,REST_002,2026-06-12 22:50:31,333.62,4,Clear,Medium,Delivered,35.0
ORD_02802,CUST_0306,REST_092,2026-04-18 06:59:48,171.12,3,Clear,Medium,Delivered,27.0
ORD_02803,CUST_0124,REST_054,2026-06-03 22:15:44,136.67,2,Clear,Medium,Delivered,26.0
ORD_02804,CUST_0019,REST_027,2026-02-21 04:32:27,379.37,6,Cloudy,Medium,Delivered,25.0
ORD_02805,CUST_0257,REST_031,2026-05-14 23:22:57,126.48,1,Heavy Rain,High,Delivered,34.0
ORD_02806,CUST_0296,REST_041,2026-03-31 10:03:12,256.27,1,Clear,Low,Delivered,40.0
ORD_02807,CUST_0928,REST_036,2026-03-21 12:04:30,175.54,1,Clear,Low,Delivered,16.0
ORD_02808,CUST_0022,REST_047,2026-04-25 05:22:29,100.0,4,Clear,Low,Delivered,30.0
ORD_02809,CUST_0880,REST_043,2026-04-17 19:22:16,337.22,4,Clear,Medium,Cancelled,19.0
ORD_02810,CUST_0989,REST_065,2026-04-04 04:22:50,100.0,3,Clear,Medium,Delivered,17.0
ORD_02811,CUST_0450,REST_050,2026-03-01 16:49:58,100.0,6,Rain,Low,Delivered,21.0
ORD_02812,CUST_0552,REST_093,2026-02-23 15:06:12,242.26,2,Clear,Medium,Delivered,18.0
ORD_02813,CUST_0550,REST_001,2026-03-12 06:47:59,242.23,4,Rain,Low,Delivered,8.0
ORD_02814,CUST_0048,REST_072,2026-01-30 10:55:55,127.65,5,Clear,Medium,Cancelled,15.0
ORD_02815,CUST_0695,REST_057,2026-02-28 08:33:48,196.63,4,Rain,High,Delivered,19.0
ORD_02816,CUST_0587,REST_016,2026-04-07 15:20:50,100.0,1,Cloudy,Medium,Delivered,33.0
ORD_02817,CUST_0721,REST_028,2026-02-22 10:51:07,267.42,2,Clear,Low,Delivered,20.0
ORD_02818,CUST_0183,REST_086,2026-04-28 07:11:23,207.96,3,Rain,Low,Cancelled,40.0
ORD_02819,CUST_0435,REST_082,2026-06-01 13:09:11,176.78,4,Clear,Low,Delivered,32.0
ORD_02820,CUST_0107,REST_022,2026-04-30 08:16:09,183.36,1,Cloudy,Medium,Delivered,25.0
ORD_02821,CUST_0188,REST_041,2026-03-10 09:22:27,237.77,5,Rain,Medium,Delivered,40.0
ORD_02822,CUST_0776,REST_076,2026-04-16 21:46:00,178.41,5,Clear,High,Delivered,16.0
ORD_02823,CUST_0086,REST_019,2026-02-17 04:19:32,100.0,3,Cloudy,Medium,Delivered,17.0
ORD_02824,CUST_0836,REST_089,2026-06-25 19:00:29,606.67,3,Rain,Medium,Delivered,23.0
ORD_02825,CUST_0843,REST_050,2026-06-20 00:52:37,350.88,4,Heavy Rain,High,Delivered,22.0
ORD_02826,CUST_0456,REST_059,2026-03-12 23:43:21,100.0,3,Cloudy,Medium,Delivered,39.0
ORD_02827,CUST_0137,REST_069,2026-06-20 17:48:27,149.93,6,Clear,Low,Delivered,34.0
ORD_02828,CUST_0858,REST_034,2026-04-25 21:55:22,159.2,6,Cloudy,Medium,Delivered,21.0
ORD_02829,CUST_0898,REST_039,2026-03-19 07:02:14,328.12,1,Cloudy,Medium,Delivered,21.0
ORD_02830,CUST_0336,REST_074,2026-06-12 09:22:14,100.0,1,Cloudy,Medium,Delivered,10.0
ORD_02831,CUST_0607,REST_007,2026-02-08 06:43:28,137.76,1,Rain,Low,Delivered,19.0
ORD_02832,CUST_0838,REST_052,2026-01-11 07:01:37,100.0,6,Clear,Low,Delivered,26.0
ORD_02833,CUST_0757,REST_060,2026-05-18 01:56:07,154.96,4,Clear,Low,Delivered,22.0
ORD_02834,CUST_0469,REST_052,2026-06-01 05:29:35,139.79,4,Cloudy,Low,Delivered,32.0
ORD_02835,CUST_0602,REST_079,2026-01-07 10:55:15,189.39,3,Heavy Rain,High,Delivered,31.0
ORD_02836,CUST_0571,REST_024,2026-04-26 05:41:57,129.97,4,Clear,Medium,Delivered,31.0
ORD_02837,CUST_0403,REST_026,2026-05-20 00:33:14,119.93,1,Heavy Rain,Medium,Delivered,40.0
ORD_02838,CUST_0540,REST_090,2026-03-10 14:17:15,254.88,2,Rain,Medium,Delivered,30.0
ORD_02839,CUST_0072,REST_090,2026-02-04 21:03:53,232.77,1,Rain,Medium,Delivered,36.0
ORD_02840,CUST_0782,REST_010,2026-06-24 05:07:27,245.49,6,Rain,High,Delivered,30.0
ORD_02841,CUST_0024,REST_017,2026-05-02 03:29:54,164.47,2,Rain,Medium,Delivered,11.0
ORD_02842,CUST_0624,REST_078,2026-05-24 16:10:30,132.36,3,Rain,Medium,Delivered,37.0
ORD_02843,CUST_0812,REST_002,2026-01-22 10:42:58,169.8,5,Cloudy,Medium,Delivered,38.0
ORD_02844,CUST_0485,REST_077,2026-06-14 15:39:54,238.8,4,Clear,High,Delivered,20.0
ORD_02845,CUST_0056,REST_027,2026-03-02 13:41:35,100.0,4,Clear,High,Delivered,29.0
ORD_02846,CUST_0986,REST_073,2026-05-14 07:14:30,225.15,6,Clear,High,Delivered,41.0
ORD_02847,CUST_0223,REST_071,2026-06-10 04:10:35,214.87,1,Clear,Low,Delivered,31.0
ORD_02848,CUST_0632,REST_048,2026-06-17 17:38:02,187.58,1,Clear,Low,Delivered,37.0
ORD_02849,CUST_0179,REST_074,2026-05-10 05:14:51,166.98,2,Rain,Low,Delivered,13.0
ORD_02850,CUST_0800,REST_009,2026-04-19 19:33:14,100.0,4,Cloudy,Medium,Delivered,19.0
ORD_02851,CUST_0434,REST_086,2026-04-10 15:32:55,142.32,6,Clear,Medium,Delivered,40.0
ORD_02852,CUST_0937,REST_023,2026-03-13 12:34:10,485.02,3,Rain,Low,Delivered,35.0
ORD_02853,CUST_0450,REST_071,2026-05-29 08:25:37,182.56,1,Clear,Medium,Delivered,31.0
ORD_02854,CUST_0793,REST_073,2026-04-09 08:59:17,153.08,4,Clear,Low,Delivered,32.0
ORD_02855,CUST_0884,REST_027,2026-01-14 14:31:11,182.97,5,Rain,High,Delivered,30.0
ORD_02856,CUST_0492,REST_088,2026-03-18 04:01:55,220.33,6,Clear,Low,Delivered,31.0
ORD_02857,CUST_0189,REST_093,2026-03-11 15:47:35,260.43,2,Cloudy,Medium,Delivered,19.0
ORD_02858,CUST_0578,REST_081,2026-05-27 14:31:56,159.83,1,Clear,Medium,Delivered,21.0
ORD_02859,CUST_0810,REST_084,2026-01-21 14:13:02,229.0,1,Cloudy,Medium,Delivered,20.0
ORD_02860,CUST_0961,REST_071,2026-03-12 06:21:33,455.85,3,Rain,Low,Delivered,30.0
ORD_02861,CUST_0420,REST_043,2026-02-26 15:46:41,315.27,1,Clear,High,Delivered,15.0
ORD_02862,CUST_0249,REST_007,2026-01-25 05:40:35,656.66,6,Heavy Rain,Medium,Delivered,25.0
ORD_02863,CUST_0588,REST_092,2026-02-24 00:26:57,126.31,4,Clear,High,Delivered,24.0
ORD_02864,CUST_0649,REST_083,2026-06-02 19:55:57,455.73,4,Cloudy,High,Delivered,20.0
ORD_02865,CUST_0164,REST_063,2026-04-30 17:09:37,117.35,4,Rain,Medium,Delivered,17.0
ORD_02866,CUST_0745,REST_084,2026-06-22 07:06:41,220.18,5,Rain,High,Delivered,17.0
ORD_02867,CUST_0255,REST_044,2026-04-03 08:11:44,271.2,5,Clear,High,Delivered,25.0
ORD_02868,CUST_0476,REST_039,2026-05-26 10:38:11,136.88,1,Clear,High,Delivered,21.0
ORD_02869,CUST_0806,REST_040,2026-05-18 14:28:49,190.26,5,Cloudy,High,Delivered,32.0
ORD_02870,CUST_0417,REST_007,2026-06-10 16:17:44,299.09,5,Clear,High,Delivered,26.0
ORD_02871,CUST_0170,REST_070,2026-03-28 17:28:08,122.65,3,Clear,Medium,Delivered,19.0
ORD_02872,CUST_0317,REST_025,2026-06-18 15:51:11,454.03,5,Rain,Low,Delivered,34.0
ORD_02873,CUST_0174,REST_059,2026-03-28 18:41:14,100.0,2,Cloudy,High,Delivered,34.0
ORD_02874,CUST_0470,REST_013,2026-03-04 04:36:42,526.8,2,Clear,Medium,Cancelled,13.0
ORD_02875,CUST_0345,REST_086,2026-05-18 00:45:10,314.42,2,Clear,Low,Delivered,34.0
ORD_02876,CUST_0445,REST_081,2026-05-12 04:27:17,172.54,1,Rain,Medium,Delivered,23.0
ORD_02877,CUST_0018,REST_086,2026-02-02 11:59:39,145.26,4,Cloudy,Medium,Delivered,38.0
ORD_02878,CUST_0070,REST_098,2026-03-05 13:59:30,137.16,3,Cloudy,Medium,Delivered,22.0
ORD_02879,CUST_0338,REST_062,2026-01-07 11:23:41,168.23,1,Clear,Low,Delivered,18.0
ORD_02880,CUST_0628,REST_008,2026-05-01 08:28:13,176.5,4,Clear,Low,Cancelled,31.0
ORD_02881,CUST_0592,REST_045,2026-06-26 11:39:10,361.54,3,Clear,Medium,Delivered,33.0
ORD_02882,CUST_0527,REST_018,2026-01-14 20:28:06,535.26,3,Cloudy,Medium,Delivered,31.0
ORD_02883,CUST_0688,REST_088,2026-02-06 23:12:53,202.28,3,Clear,Medium,Delivered,30.0
ORD_02884,CUST_0456,REST_060,2026-01-16 23:39:54,113.85,2,Cloudy,High,Delivered,24.0
ORD_02885,CUST_0269,REST_060,2026-01-27 21:49:22,134.27,2,Cloudy,High,Delivered,17.0
ORD_02886,CUST_0631,REST_002,2026-03-04 23:00:19,163.91,2,Cloudy,Low,Delivered,32.0
ORD_02887,CUST_0811,REST_066,2026-03-11 18:44:10,102.87,3,Clear,Low,Delivered,31.0
ORD_02888,CUST_0188,REST_091,2026-05-17 00:08:41,100.0,6,Rain,Medium,Delivered,10.0
ORD_02889,CUST_0569,REST_014,2026-03-27 16:58:26,574.45,3,Cloudy,Medium,Delivered,27.0
ORD_02890,CUST_0711,REST_048,2026-05-27 07:25:16,214.1,2,Clear,Low,Delivered,35.0
ORD_02891,CUST_0529,REST_056,2026-06-04 08:41:09,114.64,3,Clear,Medium,Delivered,35.0
ORD_02892,CUST_0434,REST_012,2026-06-03 12:24:07,284.04,2,Cloudy,High,Delivered,19.0
ORD_02893,CUST_0288,REST_096,2026-06-25 09:19:03,100.0,2,Clear,High,Delivered,32.0
ORD_02894,CUST_0918,REST_092,2026-05-13 05:08:53,100.0,2,Clear,Medium,Delivered,23.0
ORD_02895,CUST_0567,REST_055,2026-06-15 15:20:48,116.55,6,Clear,Low,Delivered,40.0
ORD_02896,CUST_0499,REST_028,2026-06-30 19:21:54,450.33,4,Clear,Low,Delivered,27.0
ORD_02897,CUST_0441,REST_089,2026-05-20 15:31:10,157.73,3,Heavy Rain,Low,Delivered,17.0
ORD_02898,CUST_0781,REST_004,2026-03-07 16:47:28,100.0,1,Cloudy,Low,Delivered,11.0
ORD_02899,CUST_0303,REST_090,2026-06-20 04:22:38,352.67,2,Cloudy,Medium,Cancelled,35.0
ORD_02900,CUST_0087,REST_036,2026-04-23 12:17:48,153.16,6,Rain,Medium,Delivered,19.0
ORD_02901,CUST_0830,REST_050,2026-06-06 19:50:54,100.0,1,Cloudy,Low,Delivered,26.0
ORD_02902,CUST_0438,REST_003,2026-03-09 02:36:04,152.3,4,Cloudy,High,Delivered,14.0
ORD_02903,CUST_0541,REST_001,2026-01-07 19:22:42,241.42,3,Clear,Medium,Delivered,11.0
ORD_02904,CUST_0022,REST_017,2026-02-07 12:56:29,226.38,6,Cloudy,Medium,Delivered,18.0
ORD_02905,CUST_0833,REST_071,2026-04-03 06:14:25,487.42,2,Clear,High,Delivered,26.0
ORD_02906,CUST_0797,REST_062,2026-02-02 13:09:54,113.41,2,Clear,Medium,Cancelled,24.0
ORD_02907,CUST_0560,REST_048,2026-02-26 15:24:24,185.99,2,Clear,High,Delivered,29.0
ORD_02908,CUST_0517,REST_062,2026-05-26 21:38:02,123.38,6,Clear,Low,Delivered,20.0
ORD_02909,CUST_0762,REST_069,2026-05-13 02:35:59,100.0,1,Clear,Low,Delivered,34.0
ORD_02910,CUST_0675,REST_019,2026-03-10 16:58:31,295.02,4,Clear,Medium,Delivered,20.0
ORD_02911,CUST_0503,REST_034,2026-04-04 03:27:40,233.88,3,Rain,Medium,Delivered,16.0
ORD_02912,CUST_0714,REST_099,2026-01-05 19:24:34,211.88,4,Clear,Low,Delivered,29.0
ORD_02913,CUST_0467,REST_049,2026-04-03 01:13:30,229.23,2,Rain,Medium,Delivered,23.0
ORD_02914,CUST_0101,REST_080,2026-04-04 15:39:29,124.34,4,Cloudy,Low,Delivered,35.0
ORD_02915,CUST_0583,REST_047,2026-02-07 01:43:48,104.26,1,Cloudy,Medium,Delivered,28.0
ORD_02916,CUST_0942,REST_091,2026-02-19 06:16:59,185.06,5,Clear,Medium,Delivered,19.0
ORD_02917,CUST_0675,REST_050,2026-04-21 20:11:40,343.32,5,Rain,Medium,Delivered,30.0
ORD_02918,CUST_0685,REST_089,2026-02-01 05:03:07,438.97,3,Clear,Medium,Delivered,24.0
ORD_02919,CUST_0141,REST_026,2026-04-27 04:12:16,280.76,3,Cloudy,High,Delivered,39.0
ORD_02920,CUST_0138,REST_056,2026-01-25 02:20:03,184.2,4,Cloudy,Medium,Cancelled,34.0
ORD_02921,CUST_0578,REST_078,2026-04-08 20:39:03,210.27,3,Clear,High,Delivered,33.0
ORD_02922,CUST_0710,REST_014,2026-05-20 14:39:44,182.43,6,Clear,Low,Delivered,31.0
ORD_02923,CUST_0840,REST_078,2026-06-27 22:05:08,103.1,1,Clear,Medium,Delivered,39.0
ORD_02924,CUST_0228,REST_025,2026-04-18 09:09:15,183.75,2,Rain,Medium,Delivered,35.0
ORD_02925,CUST_0281,REST_100,2026-04-30 18:45:07,100.0,2,Rain,High,Delivered,34.0
ORD_02926,CUST_0684,REST_004,2026-04-25 18:57:57,169.31,4,Rain,High,Delivered,14.0
ORD_02927,CUST_0828,REST_079,2026-02-17 07:54:14,445.79,2,Clear,High,Delivered,32.0
ORD_02928,CUST_0431,REST_032,2026-05-04 12:15:36,285.02,4,Clear,Low,Delivered,25.0
ORD_02929,CUST_0040,REST_082,2026-01-14 15:39:28,109.1,3,Clear,High,Delivered,33.0
ORD_02930,CUST_0519,REST_078,2026-03-07 17:33:46,174.19,3,Rain,Low,Cancelled,33.0
ORD_02931,CUST_0686,REST_065,2026-04-10 02:46:01,114.56,6,Clear,Low,Delivered,20.0
ORD_02932,CUST_0663,REST_061,2026-03-09 11:19:27,175.15,6,Clear,Low,Delivered,41.0
ORD_02933,CUST_0211,REST_020,2026-05-19 11:20:03,321.38,1,Rain,Medium,Delivered,16.0
ORD_02934,CUST_0302,REST_074,2026-01-30 10:03:01,259.6,2,Cloudy,Medium,Delivered,6.0
ORD_02935,CUST_0086,REST_010,2026-05-11 00:19:37,710.72,6,Cloudy,Low,Delivered,30.0
ORD_02936,CUST_0397,REST_088,2026-02-10 03:55:50,349.28,1,Clear,Low,Delivered,36.0
ORD_02937,CUST_0253,REST_034,2026-01-20 12:22:30,202.8,5,Clear,Medium,Delivered,18.0
ORD_02938,CUST_0533,REST_061,2026-03-25 18:43:19,263.07,6,Rain,High,Delivered,35.0
ORD_02939,CUST_0769,REST_092,2026-04-03 22:33:33,162.17,1,Cloudy,Medium,Cancelled,21.0
ORD_02940,CUST_0891,REST_027,2026-02-27 06:04:09,100.0,4,Clear,Medium,Delivered,31.0
ORD_02941,CUST_0915,REST_040,2026-03-10 10:01:59,371.73,4,Clear,Medium,Delivered,31.0
ORD_02942,CUST_0381,REST_065,2026-03-14 18:29:59,315.75,1,Clear,High,Delivered,21.0
ORD_02943,CUST_0444,REST_033,2026-04-18 18:56:47,158.76,3,Cloudy,High,Delivered,23.0
ORD_02944,CUST_0033,REST_068,2026-02-28 17:30:51,210.75,5,Clear,Medium,Delivered,21.0
ORD_02945,CUST_0260,REST_071,2026-04-20 19:55:26,358.71,1,Cloudy,Medium,Cancelled,24.0
ORD_02946,CUST_0234,REST_009,2026-03-31 11:02:13,288.73,6,Cloudy,High,Cancelled,26.0
ORD_02947,CUST_0515,REST_016,2026-03-01 07:26:00,100.0,3,Rain,High,Delivered,25.0
ORD_02948,CUST_0859,REST_005,2026-06-08 20:20:18,207.26,1,Clear,Low,Delivered,34.0
ORD_02949,CUST_0308,REST_098,2026-05-01 09:51:49,165.31,2,Rain,Medium,Delivered,26.0
ORD_02950,CUST_0739,REST_023,2026-05-27 18:25:24,334.34,6,Cloudy,High,Delivered,32.0
ORD_02951,CUST_0796,REST_043,2026-05-04 06:27:42,319.6,6,Clear,Medium,Delivered,16.0
ORD_02952,CUST_0070,REST_089,2026-02-13 06:54:39,374.37,4,Heavy Rain,Medium,Delivered,22.0
ORD_02953,CUST_0454,REST_057,2026-01-20 17:17:34,100.0,2,Clear,Medium,Delivered,26.0
ORD_02954,CUST_0439,REST_051,2026-03-05 20:34:31,117.77,2,Cloudy,Low,Delivered,17.0
ORD_02955,CUST_0825,REST_013,2026-01-16 08:58:43,334.54,6,Clear,Medium,Delivered,8.0
ORD_02956,CUST_0364,REST_024,2026-01-14 07:37:55,130.92,5,Cloudy,High,Delivered,35.0
ORD_02957,CUST_0983,REST_011,2026-06-03 17:57:16,100.0,3,Cloudy,Medium,Delivered,18.0
ORD_02958,CUST_0766,REST_052,2026-04-01 18:58:06,242.97,4,Clear,High,Delivered,23.0
ORD_02959,CUST_0481,REST_017,2026-04-05 01:29:51,134.16,2,Cloudy,High,Delivered,10.0
ORD_02960,CUST_0144,REST_037,2026-01-24 09:50:01,485.11,4,Cloudy,Medium,Delivered,15.0
ORD_02961,CUST_0024,REST_013,2026-05-28 22:40:42,213.34,6,Rain,High,Delivered,13.0
ORD_02962,CUST_0965,REST_062,2026-06-23 00:14:17,197.98,3,Clear,Low,Delivered,18.0
ORD_02963,CUST_0425,REST_091,2026-06-07 08:44:12,147.96,1,Clear,Medium,Delivered,13.0
ORD_02964,CUST_0746,REST_084,2026-02-09 00:08:36,434.83,2,Cloudy,Medium,Delivered,20.0
ORD_02965,CUST_0845,REST_097,2026-04-17 18:35:54,220.79,3,Clear,Medium,Delivered,17.0
ORD_02966,CUST_0175,REST_096,2026-02-20 14:11:40,144.8,4,Cloudy,Low,Delivered,25.0
ORD_02967,CUST_0844,REST_008,2026-05-23 04:02:52,117.13,6,Clear,Low,Delivered,25.0
ORD_02968,CUST_0325,REST_056,2026-05-29 20:51:26,174.09,3,Clear,Low,Delivered,34.0
ORD_02969,CUST_0869,REST_093,2026-02-16 13:53:09,105.88,1,Rain,Medium,Delivered,23.0
ORD_02970,CUST_0671,REST_083,2026-01-29 03:29:51,319.22,3,Rain,High,Delivered,21.0
ORD_02971,CUST_0860,REST_070,2026-01-29 11:31:26,100.0,6,Cloudy,High,Delivered,20.0
ORD_02972,CUST_0348,REST_044,2026-05-19 13:04:42,167.88,4,Rain,Low,Delivered,22.0
ORD_02973,CUST_0798,REST_060,2026-05-01 19:58:11,253.55,2,Cloudy,Medium,Delivered,19.0
ORD_02974,CUST_0018,REST_041,2026-06-14 21:41:53,218.8,2,Cloudy,Low,Delivered,37.0
ORD_02975,CUST_0044,REST_021,2026-03-25 05:40:11,122.18,5,Heavy Rain,Medium,Delivered,18.0
ORD_02976,CUST_0155,REST_086,2026-06-22 23:32:11,260.64,4,Cloudy,High,Delivered,34.0
ORD_02977,CUST_0867,REST_042,2026-01-23 04:45:53,111.35,5,Cloudy,High,Delivered,27.0
ORD_02978,CUST_0922,REST_074,2026-03-22 12:26:19,179.05,5,Clear,Low,Delivered,10.0
ORD_02979,CUST_0377,REST_074,2026-04-19 07:03:43,259.44,6,Rain,Low,Delivered,10.0
ORD_02980,CUST_0743,REST_029,2026-06-07 16:15:14,233.83,6,Clear,Low,Delivered,30.0
ORD_02981,CUST_0883,REST_080,2026-01-11 12:00:33,125.05,6,Clear,Medium,Delivered,36.0
ORD_02982,CUST_0828,REST_065,2026-05-20 11:29:52,350.24,1,Clear,High,Delivered,16.0
ORD_02983,CUST_0402,REST_017,2026-04-15 20:30:05,190.13,4,Clear,Medium,Delivered,16.0
ORD_02984,CUST_0225,REST_030,2026-06-18 14:04:07,272.78,2,Clear,High,Delivered,19.0
ORD_02985,CUST_0217,REST_026,2026-01-14 02:02:03,420.32,4,Rain,Medium,Delivered,32.0
ORD_02986,CUST_0568,REST_053,2026-06-25 21:18:39,335.17,6,Cloudy,Low,Delivered,16.0
ORD_02987,CUST_0031,REST_019,2026-06-18 12:23:59,335.65,1,Clear,Low,Delivered,25.0
ORD_02988,CUST_0869,REST_053,2026-04-06 14:39:32,201.54,4,Rain,Low,Delivered,18.0
ORD_02989,CUST_0059,REST_085,2026-03-12 12:00:09,280.53,4,Cloudy,High,Delivered,18.0
ORD_02990,CUST_0892,REST_017,2026-05-26 13:14:24,203.87,5,Cloudy,High,Delivered,19.0
ORD_02991,CUST_0898,REST_046,2026-03-10 02:56:44,100.0,4,Clear,High,Cancelled,19.0
ORD_02992,CUST_0353,REST_085,2026-03-18 00:11:27,214.11,5,Rain,Low,Delivered,12.0
ORD_02993,CUST_0935,REST_053,2026-02-10 08:07:36,208.72,5,Clear,High,Delivered,17.0
ORD_02994,CUST_0445,REST_064,2026-06-13 23:48:51,249.9,3,Clear,Low,Delivered,9.0
ORD_02995,CUST_0235,REST_045,2026-04-23 09:23:03,168.95,6,Clear,Low,Delivered,33.0
ORD_02996,CUST_0107,REST_049,2026-04-15 13:22:36,119.25,1,Cloudy,Medium,Delivered,27.0
ORD_02997,CUST_0191,REST_019,2026-02-04 21:57:15,260.1,5,Cloudy,Medium,Delivered,26.0
ORD_02998,CUST_0992,REST_071,2026-06-24 09:30:04,100.0,4,Clear,High,Delivered,27.0
ORD_02999,CUST_0530,REST_081,2026-05-19 07:07:37,404.38,5,Clear,Medium,Delivered,20.0
ORD_03000,CUST_0913,REST_065,2026-05-09 07:03:11,159.61,5,Cloudy,Low,Delivered,23.0
ORD_03001,CUST_0738,REST_037,2026-05-14 21:43:50,207.48,5,Cloudy,Low,Delivered,14.0
ORD_03002,CUST_0679,REST_070,2026-01-12 00:36:42,246.46,2,Clear,Low,Delivered,11.0
ORD_03003,CUST_0583,REST_026,2026-03-05 05:38:38,250.86,2,Rain,Low,Cancelled,38.0
ORD_03004,CUST_0874,REST_002,2026-06-12 17:07:54,100.0,2,Heavy Rain,Low,Cancelled,36.0
ORD_03005,CUST_0566,REST_059,2026-03-08 20:41:42,285.22,2,Clear,Medium,Delivered,30.0
ORD_03006,CUST_0245,REST_096,2026-06-28 07:50:08,214.16,3,Cloudy,Low,Cancelled,28.0
ORD_03007,CUST_0995,REST_005,2026-01-28 18:21:41,127.82,5,Clear,High,Delivered,38.0
ORD_03008,CUST_0862,REST_037,2026-06-20 19:26:36,120.02,3,Cloudy,Medium,Delivered,18.0
ORD_03009,CUST_0076,REST_031,2026-01-14 13:44:45,150.85,4,Clear,Medium,Delivered,27.0
ORD_03010,CUST_0547,REST_076,2026-06-26 07:10:33,100.0,6,Clear,Medium,Delivered,20.0
ORD_03011,CUST_0267,REST_099,2026-05-04 14:43:53,467.43,1,Rain,Medium,Delivered,25.0
ORD_03012,CUST_0317,REST_094,2026-05-25 11:30:17,410.5,3,Rain,Medium,Delivered,15.0
ORD_03013,CUST_0812,REST_048,2026-03-09 05:08:10,232.39,2,Clear,Low,Delivered,37.0
ORD_03014,CUST_0121,REST_006,2026-06-16 15:50:03,160.31,2,Clear,High,Delivered,20.0
ORD_03015,CUST_0836,REST_015,2026-04-29 17:41:53,162.65,4,Clear,Low,Delivered,34.0
ORD_03016,CUST_0025,REST_015,2026-01-26 13:31:05,275.05,5,Cloudy,High,Delivered,31.0
ORD_03017,CUST_0432,REST_061,2026-04-08 12:21:28,476.66,1,Rain,Low,Delivered,35.0
ORD_03018,CUST_0160,REST_016,2026-03-15 18:48:28,132.46,3,Cloudy,High,Delivered,28.0
ORD_03019,CUST_0596,REST_020,2026-05-02 22:53:24,100.0,5,Cloudy,Medium,Delivered,20.0
ORD_03020,CUST_0114,REST_077,2026-04-19 19:54:47,424.62,5,Rain,Medium,Delivered,20.0
ORD_03021,CUST_0735,REST_044,2026-01-09 02:17:24,100.0,6,Cloudy,Low,Delivered,25.0
ORD_03022,CUST_0900,REST_042,2026-03-28 15:03:34,104.1,6,Cloudy,Low,Cancelled,31.0
ORD_03023,CUST_0502,REST_046,2026-05-06 10:40:06,158.26,3,Cloudy,High,Delivered,16.0
ORD_03024,CUST_0166,REST_095,2026-03-21 03:24:56,100.0,3,Rain,High,Delivered,23.0
ORD_03025,CUST_0703,REST_034,2026-01-08 01:10:26,334.18,3,Clear,Medium,Cancelled,17.0
ORD_03026,CUST_0175,REST_064,2026-01-14 23:01:33,290.41,3,Clear,Medium,Delivered,12.0
ORD_03027,CUST_0001,REST_029,2026-03-11 03:42:08,132.14,2,Clear,Low,Delivered,31.0
ORD_03028,CUST_0899,REST_003,2026-03-08 01:20:49,366.42,5,Rain,Medium,Delivered,7.0
ORD_03029,CUST_0741,REST_009,2026-06-24 11:21:15,402.26,5,Clear,Low,Delivered,22.0
ORD_03030,CUST_0086,REST_075,2026-04-21 10:28:37,170.33,2,Clear,Low,Delivered,14.0
ORD_03031,CUST_0574,REST_075,2026-06-26 06:29:45,141.48,5,Heavy Rain,Medium,Delivered,9.0
ORD_03032,CUST_0320,REST_025,2026-04-18 18:30:17,628.15,3,Rain,Medium,Delivered,26.0
ORD_03033,CUST_0401,REST_086,2026-03-02 14:58:35,269.52,1,Heavy Rain,Low,Delivered,39.0
ORD_03034,CUST_0382,REST_042,2026-04-10 06:55:40,208.72,6,Clear,Low,Delivered,30.0
ORD_03035,CUST_0718,REST_046,2026-03-05 01:12:45,383.73,6,Rain,Medium,Delivered,17.0
ORD_03036,CUST_0617,REST_073,2026-01-01 13:30:48,214.02,5,Clear,Low,Delivered,33.0
ORD_03037,CUST_0318,REST_084,2026-05-04 14:38:42,137.26,1,Clear,High,Delivered,21.0
ORD_03038,CUST_0803,REST_059,2026-05-17 03:18:49,189.44,6,Clear,Medium,Delivered,30.0
ORD_03039,CUST_0250,REST_021,2026-03-09 05:41:21,320.94,1,Cloudy,Low,Delivered,20.0
ORD_03040,CUST_0525,REST_074,2026-04-18 09:22:24,100.0,2,Clear,High,Delivered,12.0
ORD_03041,CUST_0675,REST_022,2026-04-03 12:45:51,154.71,4,Cloudy,Medium,Delivered,23.0
ORD_03042,CUST_0555,REST_029,2026-03-14 16:43:13,387.87,5,Rain,Medium,Delivered,31.0
ORD_03043,CUST_0898,REST_063,2026-05-30 01:15:18,136.79,2,Clear,Medium,Delivered,16.0
ORD_03044,CUST_0952,REST_073,2026-01-29 03:15:29,424.27,2,Clear,Low,Delivered,36.0
ORD_03045,CUST_0623,REST_061,2026-01-24 23:13:16,394.69,1,Clear,Medium,Cancelled,41.0
ORD_03046,CUST_0717,REST_064,2026-01-19 16:27:48,174.86,5,Rain,Medium,Delivered,15.0
ORD_03047,CUST_0896,REST_069,2026-06-27 13:41:42,132.6,2,Clear,Medium,Delivered,26.0
ORD_03048,CUST_0256,REST_040,2026-05-27 00:10:33,154.77,3,Clear,Medium,Delivered,32.0
ORD_03049,CUST_0307,REST_075,2026-05-25 16:19:03,784.89,2,Clear,Medium,Delivered,13.0
